,sin
407,-0.5431808687105322
408,-0.5761123677254246
409,-0.6080965565214638
410,-0.6390811892608096
411,-0.6690157249528225
412,-0.6978514130615846
413,-0.7255413759613178
414,-0.7520406880955143
415,-0.7773064517015532
416,-0.8012978689687791
417,-0.8239763105044542
418,-0.8453053799886663
419,-0.8652509749061444
420,-0.8837813432500197
421,-0.9008671360998219
422,-0.9164814559834504
423,-0.9305999009404482
424,-0.9432006042116502
425,-0.9542642694881587
426,-0.963774201660582
427,-0.9717163330175705
428,-0.9780792448508677
429,-0.9828541844323434
430,-0.9860350773367927
431,-0.9876185350926343
432,-0.9876038581510237
433,-0.9859930341722903
434,-0.9827907316369936
435,-0.9780042887972628
436,-0.9716436979924181
437,-0.9637215853611593
438,-0.954253185990822
439,-0.9432563145523428
440,-0.9307513314776243
441,-0.9167611047439158
442,-0.901310967337645
443,-0.8844286704778093
444,-0.866144332686538
445,-0.8464903848018337
446,-0.825501511034616
447,-0.8032145861792294
448,-0.7796686090933249
449,-0.7549046325695947
450,-0.7289656897281723
451,-0.7018967170645997
452,-0.6737444742941074
453,-0.644557461138529
454,-0.6143858312074783
455,-0.5832813031304478
456,-0.5512970691012162
457,-0.5184877010003943
458,-0.4849090542660657
459,-0.4506181696862976
460,-0.415673173290792
461,-0.38013317452211726
462,-0.34405816286979535
463,-0.3075089031530265
464,-0.27054682963998455
465,-0.23323393919343835
466,-0.19563268363391634
467,-0.15780586151275236
468,-0.11981650948811394
469,-0.081727793497529
470,-0.043602899920485653
471,-0.005504926924389052
472,0.03250322381348692
473,0.07035895481640747
474,0.10800007976064176
475,0.14536492948136806
476,0.18239245684543148
477,0.21902234030672982
478,0.2551950859627027
479,0.29085212793342113
480,0.32593592688812106
481,0.3603900665476835
482,0.3941593479955299
483,0.4271898816336676
484,0.45942917662517657
485,0.49082622766926853
486,0.5213315989601597
487,0.550897505186376
488,0.5794778894327355
489,0.6070284978531189
490,0.6335069509882617
491,0.6588728116090636
492,0.6830876489725276
493,0.7061150993840756
494,0.7279209229669443
495,0.7484730565464168
496,0.7677416625638821
497,0.7856991739430795
498,0.8023203348383882
499,0.8175822372026321
500,0.8314643531195856
501,0.8439485628541596
502,0.8550191785811231
503,0.864662963761133
504,0.8728691481408173
505,0.8796294383616456
506,0.8849380241703323
507,0.8887915802315071
508,0.8911892635513861
509,0.8921327065291169
510,0.8916260056603765
511,0.8896757059256474
512,0.8862907809033542
513,0.8814826086557243
514,0.8752649434428013
515,0.867653883327492
516,0.8586678337418479
517,0.8483274670919474
518,0.8366556784857753
519,0.8236775376753168
520,0.8094202373107635
521,0.7939130376111764
522,0.7771872075622154
523,0.7592759627575794
524,0.7402144000066065
525,0.7200394288360561
526,0.6987897000194069
527,0.6765055312720709
528,0.6532288302557067
529,0.629003015039336
530,0.6038729321691947
531,0.5778847725031899
532,0.5510859849694741
533,0.5235251884119835
534,0.49525208168881646
535,0.466317352192036
536,0.43677258295987714
537,0.4066701585543892
538,0.37606316987934224
539,0.3450053181145479
540,0.31355081794392003
541,0.2817543002552972
542,0.2496707144904847
543,0.21735523082406064
544,0.18486314234923876
545,0.15224976744850927
546,0.11957035252587006
547,0.08687997527622866
548,0.05423344866599998
549,0.021685225797048596
550,-0.010710694176066205
551,-0.04290085890808669
552,-0.07483245433964501
553,-0.10645339462690051
554,-0.13771241036608134
555,-0.1685591349584708
556,-0.19894418896533936
557,-0.22881926230655675
558,-0.2581371941611106
559,-0.2868520504325022
560,-0.3149191986469796
561,-0.3422953801577844
562,-0.3689387795340343
563,-0.39480909101851247
564,-0.41986758194449053
565,-0.44407715300775036
566,-0.4674023952961915
567,-0.4898096439857856
568,-0.5112670286181834
569,-0.5317445198819413
570,-0.5512139728261415
571,-0.5696491664420876
572,-0.5870258395557681
573,-0.6033217229808793
574,-0.6185165678893663
575,-0.6325921703636698
576,-0.6455323921021352
577,-0.6573231772563498
578,-0.6679525653864844
579,-0.6774107005280456
580,-0.6856898363707525
581,-0.692784337557535
582,-0.6986906771189034
583,-0.7034074300651321
584,-0.7069352631658175
585,-0.7092769209534421
586,-0.7104372079945094
587,-0.7104229674786768
588,-0.7092430561830452
589,-0.7069083158753586
590,-0.7034315412263347
591,-0.6988274443076361
592,-0.6931126157581425
593,-0.6863054827071287
594,-0.6784262635487293
595,-0.6694969196676377
596,-0.6595411042213477
597,-0.6485841080893809
598,-0.6366528031048645
599,-0.6237755826884868
600,-0.6099823000092995
601,-0.5953042038009977
602,-0.5797738719662343
603,-0.563425143105169
604,-0.5462930461078244
605,-0.5284137279529185
606,-0.5098243798586528
607,-0.49056316193345584
608,-0.4706691264769087
609,-0.45018214008301355
610,-0.42914280469959504
611,-0.4075923777989566
612,-0.3855726918159409
613,-0.36312607301026684
614,-0.3402952599104302
615,-0.31712332149657324
616,-0.2936535752795329
617,-0.2699295054327857
618,-0.245994681133212
619,-0.22189267526550926
620,-0.19766698364369292
621,-0.17336094490144596
622,-0.14901766120110616
623,-0.12467991990882989
624,-0.10039011638094149
625,-0.07619017800367374
626,-0.05212148962543913
627,-0.02822482051744276
628,-0.00454025299486984
629,0.01889288717294045
630,0.04203609843899671
631,0.06485176912173694
632,0.08730324089917202
633,0.10935487004321291
634,0.1309720862882604
635,0.1521214492332217
636,0.17277070218140006
637,0.19288882332815005
638,0.2124460742117937
639,0.23141404534904045
640,0.24976569898203335
641,0.2674754088701466
642,0.2845189970657688
643,0.3008737676195137
644,0.31651853716659023
645,0.33143366235242766
646,0.34560106406207103
647,0.3590042484243289
648,0.37162832456815786
649,0.38346001911528393
650,0.39448768739959217
651,0.404701321410334
652,0.4140925544627073
653,0.4226546626058323
654,0.43038256278457615
655,0.4372728077780486
656,0.44332357794389055
657,0.4485346698037024
658,0.4529074815110774
659,0.45644499524973275
660,0.4591517566151321
661,0.46103385103876954
662,0.4620988773199193
663,0.46235591833514217
664,0.4618155090011655
665,0.46048960157190444
666,0.45839152835536784
667,0.45553596194097423
668,0.4519388730323872
669,0.447617485985356
670,0.4425902321542078
671,0.4368767011545753
672,0.43049759015364963
673,0.4234746513027171
674,0.41583063742996507
675,0.4075892461145162
676,0.3987750622653712
677,0.38941349933140845
678,0.3795307392707737
679,0.3691536714099375
680,0.35830983032435026
681,0.34702733287401427
682,0.3353348145284047
683,0.32326136511600606
684,0.3108364641342904
685,0.2980899157562417
686,0.2850517836695369
687,0.27175232588421555
688,0.25822192964412616
689,0.24449104657660733
690,0.23059012821377387
691,0.21654956201740935
692,0.20239960803784304
693,0.18817033633529753
694,0.17389156529005023
695,0.15959280092535366
696,0.14530317736441953
697,0.13105139853988645
698,0.1168656812710791
699,0.10277369982102119
700,0.08880253204160717
701,0.0749786072115621
702,0.061327655667846454
703,0.047874660326990975
704,0.03464381018849282
705,0.021658455907871896
706,0.008941067522289082
707,-0.0034868055932266214
708,-0.015604572465895417
709,-0.027392635893737916
710,-0.038832425379910766
711,-0.04990642757555175
712,-0.060598214179336786
713,-0.07089246724751871
714,-0.08077500187386731
715,-0.09023278620464215
716,-0.09925395875950396
717,-0.1078278430350833
718,-0.1159449593737725
719,-0.12359703408617291
720,-0.13077700582150426
721,-0.13747902918615096
722,-0.14369847561637397
723,-0.14943193151704476
724,-0.1546771936840275
725,-0.15943326203359234
726,-0.16370032966788395
727,-0.16747977031107744
728,-0.17077412315635274
729,-0.17358707516922658
730,-0.17592344089807777
731,-0.17778913984787978
732,-0.1791911714782013
733,-0.1801375878914415
734,-0.18063746428202418
735,-0.180700867221869
736,-0.18033882086188616
737,-0.1795632711334883
738,-0.17838704803817604
739,-0.1768238261171193
740,-0.1748880831963224
741,-0.17259505750641432
742,-0.16996070327934412
743,-0.16700164492727673
744,-0.16373512991176994
745,-0.16017898041386514
746,-0.15635154391803718
747,-0.1522716428250169
748,-0.1479585232103205
749,-0.1434318028468901
750,-0.1387114186115647
751,-0.13381757339615957
752,-0.12877068264473357
753,-0.12359132063916259
754,-0.11830016665541992
755,-0.11291795111298138
756,-0.10746540183953276
757,-0.10196319057265621
758,-0.09643187981941166
759,-0.09089187019371417
760,-0.08536334835013681
761,-0.07986623563124771
762,-0.07442013754381961
763,-0.06904429417723704
764,-0.06375753167517328
765,-0.05857821486912116
766,-0.05352420117964497
767,-0.04861279588828082
768,-0.04386070887985511
769,-0.03928401295162219
770,-0.03489810378205567
771,-0.03071766164835623
772,-0.02675661497778849
773,-0.02302810581382754
774,-0.019544457273791005
775,-0.01631714307016949
776,-0.013356759163252267
777,-0.010672997607887291
778,-0.008274622652324835
779,-0.00616944914208254
780,-0.004364323276647088
781,-0.002865105761604728
782,-0.0016766573934804906
783,-0.000802827109175401
784,-0.0002464425264334346
785,-9.302996257072358e-06
786,-9.217518263347017e-05
787,-0.0004947911793442083
788,-0.0012158491680220548
789,-0.0022530166159998974
790,-0.00360293600688178
791,-0.005261233091165574
792,-0.007222527638673018
793,-0.00948044666900729
794,-0.012027640130772609
795,-0.014855798994866111
796,-0.017955675721800752
797,-0.021317107057750535
798,-0.02492903910883695
799,-0.028779554638109252
800,-0.03285590252472108
801,-0.037144529319984576
802,-0.04163111283029402
803,-0.046300597652378456
804,-0.05113723258195537
805,-0.05612460981264501
806,-0.06124570583796301
807,-0.0664829239653516
808,-0.0718181383475441
809,-0.07723273943309053
810,-0.08270768073461329
811,-0.0882235268103155
812,-0.09376050235143966
813,-0.0992985422657751
814,-0.10481734264494609
815,-0.11029641250108246
816,-0.11571512615658708
817,-0.12105277616907274
818,-0.12628862667214924
819,-0.13140196701160162
820,-0.13637216555561776
821,-0.14117872355709746
822,-0.1458013289457074
823,-0.1502199099272415
824,-0.15441468826799892
825,-0.15836623214230788
826,-0.1620555084220012
827,-0.1654639342875746
828,-0.168573428041967
829,-0.17136645900933256
830,-0.17382609640288568
831,-0.17593605704784385
832,-0.177680751847692
833,-0.17904533088442612
834,-0.18001572704610996
835,-0.18057869807798232
836,-0.18072186695648446
837,-0.1804337604889279
838,-0.17970384604508788
839,-0.178522566330776
840,-0.17688137211741678
841,-0.1747727528458104
842,-0.17219026502660695
843,-0.16912855836453208
844,-0.16558339953808396
845,-0.1615516935712579
846,-0.15703150273883326
847,-0.15202206295187562
848,-0.14652379757534587
849,-0.1405383286350652
850,-0.13406848537674235
851,-0.1271183101453212
852,-0.11969306155853926
853,-0.11179921495429004
854,-0.10344446009714107
855,-0.09463769613516704
856,-0.08538902380409738
857,-0.07570973488164061
858,-0.06561229890072125
859,-0.05511034713623652
860,-0.04421865388579775
861,-0.03295311507075316
862,-0.021330724189582078
863,-0.009369545661494704
864,0.0029113143962470373
865,0.015491739908163979
866,0.028350639042903494
867,0.04146598081802094
868,0.05481483404181008
869,0.06837340852159611
870,0.08211709846283737
871,0.09602052797845638
872,0.11005759862304561
873,0.12420153886198064
874,0.13842495538103278
875,0.15269988613781144
876,0.16699785505229794
877,0.18128992822986031
878,0.195546771606475
879,0.2097387099024327
880,0.22383578676758104
881,0.23780782599815975
882,0.2516244937025265
883,0.26525536129055627
884,0.2786699691592266
885,0.2918378909448933
886,0.3047287982110122
887,0.3173125254385379
888,0.32955913518506846
889,0.34143898327778666
890,0.35292278390460446
891,0.3639816744674985
892,0.3745872800618952
893,0.3847117774461085
894,0.3943279583652626
895,0.4034092920948257
896,0.41192998706987033
897,0.4198650514674207
898,0.4271903526107829
899,0.43388267506655254
900,0.4399197773070622
901,0.4452804468133703
902,0.44994455349648416
903,0.45389310131736904
904,0.4571082779893972
905,0.45957350265024394
906,0.4612734713938317
907,0.4621942005567479
908,0.4623230676576188
909,0.46164884989219135
910,0.4601617600913636
911,0.4578534800540898
912,0.45471719117196996
913,0.45074760226740146
914,0.4459409745724137
915,0.44029514378071616
916,0.43380953911105463
917,0.42648519932568074
918,0.41832478565358144
919,0.4093325915740828
920,0.399514549422519
921,0.3888782337858316
922,0.3774328616622301
923,0.3651892893653838
924,0.3521600061600121
925,0.3383591246221971
926,0.32380236772422855
927,0.30850705265030565
928,0.29249207135594546
929,0.27577786789047515
930,0.25838641250849337
931,0.2403411726026716
932,0.2216670804967127
933,0.2023904981436724
934,0.18253917878118167
935,0.1621422256013502
936,0.1412300474992963
937,0.11983431197029919
938,0.09798789523151194
939,0.07572482964998616
940,0.05308024856443293
941,0.03009032859366792
942,0.006792229530050378
943,-0.016775968078586844
944,-0.04057532755001377
945,-0.06456612277837374
946,-0.08870790691672863
947,-0.11295958290906713
948,-0.13727947574529445
949,-0.16162540630878447
950,-0.1859547666823769
951,-0.2102245967752535
952,-0.23439166212993365
953,-0.25841253276569665
954,-0.28224366291208003
955,-0.30584147148371194
956,-0.32916242314563415
957,-0.3521631098164481
958,-0.3748003324550895
959,-0.3970311829757972
960,-0.4188131261349065
961,-0.44010408123245437
962,-0.4608625034712494
963,-0.4810474648160235
964,-0.500618734195555
965,-0.519536856891227
966,-0.5377632329563665
967,-0.5552601945118938
968,-0.5719910817652976
969,-0.5879203176017409
970,-0.6030134805981859
971,-0.6172373763138075
972,-0.6305601067126357
973,-0.6429511375773261
974,-0.6543813637761968
975,-0.6648231722491859
976,-0.6742505025821716
977,-0.6826389050431475
978,-0.6899655959580528
979,-0.6962095103086172
980,-0.7013513514393659
981,-0.7053736377659879
982,-0.708260746382494
983,-0.7099989534700825
984,-0.7105764714162949
985,-0.7099834825589141
986,-0.7082121694751059
987,-0.7052567417425334
988,-0.7011134591055509
989,-0.6957806509861246
990,-0.6892587322857896
991,-0.681550215431757
992,-0.672659718627181
993,-0.6625939702726116
994,-0.6513618095327418
995,-0.63897418302973
996,-0.6254441376515939
997,-0.6107868094714487
998,-0.5950194087806552
999,-0.5781612012462702
1000,-0.560233485210506
1001,-0.5412595651572235
1002,-0.5212647213777715
1003,-0.5002761758757316
1004,-0.47832305455733237
1005,-0.4554363457614261
1006,-0.4316488551899779
1007,-0.4069951573069752
1008,-0.3815115432805237
1009,-0.3552359655496292
1010,-0.32820797910376603
1011,-0.3004686795697919
1012,-0.2720606382070656
1013,-0.2430278339177509
1014,-0.21341558238523803
1015,-0.18327046245936096
1016,-0.15264023991263678
1017,-0.12157378869707948
1018,-0.09012100983624159
1019,-0.05833274809200075
1020,-0.026260706550222612
1021,0.006042640726208451
1022,0.03852413782440726
1023,0.07113003773215087
1024,0.10380609455224649
1025,0.13649765701741554
1026,0.16914976313955368
1027,0.20170723582457628
1028,0.23411477928171834
1029,0.26631707605412797
1030,0.2982588844958837
1031,0.3298851365191762
1032,0.36114103543433
1033,0.39197215370460853
1034,0.4223245304373354
1035,0.45214476843279494
1036,0.48138013061262913
1037,0.5099786356500432
1038,0.5378891526250508
1039,0.5650614945292488
1040,0.5914465104461928
1041,0.6169961762353589
1042,0.6416636835499105
1043,0.665403527021053
1044,0.688171589444626
1045,0.7099252248087774
1046,0.7306233390050553
1047,0.7502264680690476
1048,0.7686968538007939
1049,0.7859985166195704
1050,0.802097325512307
1051,0.8169610649398277
1052,0.8305594985702998
1053,0.8428644297147228
1054,0.8538497583449876
1055,0.8634915345809573
1056,0.8717680085391754
1057,0.8786596764421745
1058,0.8841493228939199
1059,0.8882220592336817
1060,0.8908653578875585
1061,0.89206908264398
1062,0.8918255147867579
1063,0.8901293750266475
1064,0.8869778411798995
1065,0.8823705615498977
1066,0.8763096639757094
1067,0.868799760519181
1068,0.8598479477700783
1069,0.849463802756715
1070,0.8376593744574671
1071,0.8244491709165807
1072,0.8098501419756596
1073,0.7938816576402796
1074,0.7765654821090612
1075,0.7579257435005766
1076,0.7379888993213047
1077,0.7167836977257023
1078,0.6943411346272148
1079,0.6706944067267084
1080,0.6458788605323651
1081,0.6199319374525141
1082,0.5928931150501722
1083,0.5648038445552152
1084,0.5357074847370891
1085,0.5056492322477841
1086,0.4746760485514101
1087,0.4428365835631404
1088,0.410181096126494
1089,0.37676137146391214
1090,0.3426306357413267
1091,0.3078434678929203
1092,0.2724557088575161
1093,0.23652436838300633
1094,0.2001075295599253
1095,0.16326425124967556
1096,0.12605446857703267
1097,0.08853889166035839
1098,0.05077890275645089
1099,0.01283645200014119
1100,-0.02522604807840104
1101,-0.06334582907316187
1102,-0.1014598740708971
1103,-0.13950502567933318
1104,-0.17741809452391397
1105,-0.21513596802089024
1106,-0.2525957192337358
1107,-0.28973471561941166
1108,-0.32649072747089
1109,-0.36280203586259235
1110,-0.3986075399059933
1111,-0.4338468631235857
1112,-0.46846045875070724
1113,-0.5023897137763692
1114,-0.5355770515362294
1115,-0.5679660326731804
1116,-0.5995014542837049
1117,-0.6301294470711603
1118,-0.6597975703304874
1119,-0.6884549045925108
1120,-0.7160521417599702
1121,-0.7425416725717153
1122,-0.7678776712360893
1123,-0.7920161770794127
1124,-0.8149151730606514
1125,-0.8365346610088
1126,-0.8568367334452327
1127,-0.875785641859239
1128,-0.8933478613111849
1129,-0.9094921512441891
1130,-0.9241896123918815
1131,-0.9374137396766954
1132,-0.9491404710002312
1133,-0.9593482318344955
1134,-0.968017975530268
1135,-0.9751332192664433
1136,-0.9806800755719448
1137,-0.984647279359684
1138,-0.9870262104200301
1139,-0.9878109113293538
1140,-0.9869981007373883
1141,-0.9845871820054078
1142,-0.9805802471755359
1143,-0.9749820762598472
1144,-0.9678001318463101
1145,-0.9590445490270106
1146,-0.9487281206624805
1147,-0.9368662780043269
1148,-0.9234770667066913
1149,-0.908581118265353
1150,-0.892201616931504
1151,-0.8743642621553687
1152,-0.855097226622878
1153,-0.8344311099565463
1154,-0.8123988881594999
1155,-0.7890358588892834
1156,-0.7643795826555815
1157,-0.7384698200433426
1158,-0.7113484650699612
1159,-0.6830594747921509
1160,-0.6536487952849066
1161,-0.6231642841215047
1162,-0.5916556294898093
1163,-0.559174266086228
1164,-0.5257732879344855
1165,-0.49150735828190495
1166,-0.4564326167312869
1167,-0.42060658377127197
1168,-0.3840880628729805
1169,-0.3469370403250009
1170,-0.3092145829829315
1171,-0.2709827341134458
1172,-0.2323044075162988
1173,-0.1932432801108101
1174,-0.15386368317613397
1175,-0.11423049243706775
1176,-0.07440901718923626
1177,-0.034464888659229316
1178,0.005536052203344962
1179,0.045527867303900564
1180,0.0854446341523473
1181,0.12522055858502687
1182,0.16479008726019018
1183,0.2040880197285051
1184,0.24304961988085233
1185,0.28161072657679564
1186,0.31970786325859424
1187,0.3572783463574623
1188,0.3942603923009666
1189,0.43059322293298385
1190,0.4662171691605129
1191,0.5010737726448451
1192,0.5351058853581334
1193,0.5682577668302637
1194,0.6004751789151075
1195,0.6317054779097229
1196,0.661897703864855
1197,0.6910026669301664
1198,0.7189730305829852
1199,0.745763391594992
1200,0.7713303565971595
1201,0.7956326151094005
