,sin
347,0.9128896026306458
348,0.8867414329603915
349,0.8573955614090304
350,0.8249578129049739
351,0.7895451620763997
352,0.7512853114259318
353,0.7103162308192474
354,0.6667856599482721
355,0.6208505755631448
356,0.5726766253941818
357,0.5224375308051873
358,0.47031446033222024
359,0.4164953763669151
360,0.3611743573402984
361,0.304550897851394
362,0.2468291892644397
363,0.1882173833689747
364,0.12892684175813138
365,0.06917137363196917
366,0.00916646477442796
367,-0.05087149951569231
368,-0.11072601473751656
369,-0.1701812379307372
370,-0.22902276603265775
371,-0.28703840904278327
372,-0.3440189552068285
373,-0.39975892546079284
374,-0.4540573144144816
375,-0.5067183152023933
376,-0.5575520255880686
377,-0.6063751327755987
378,-0.6530115744587781
379,-0.6972931737240725
380,-0.739060245517862
381,-0.7781621724909636
382,-0.8144579481438621
383,-0.847816685314001
384,-0.8781180881714628
385,-0.9052528860209624
386,-0.9291232273458102
387,-0.9496430326728702
388,-0.9667383049860389
389,-0.9803473965688548
390,-0.9904212313139693
391,-0.9969234816978032
392,-0.9998306997821967
393,-0.9991324017706431
394,-0.9948311058141863
395,-0.9869423229306494
396,-0.9754945010699406
397,-0.9605289225271437
398,-0.9420995550733354
399,-0.9202728573409694
400,-0.8951275391656335
401,-0.8667542777484164
402,-0.8352553906624399
403,-0.8007444668827352
404,-0.7633459571700166
405,-0.7231947252854821
406,-0.6804355616550142
407,-0.6352226612365717
408,-0.5877190674736481
409,-0.5380960843399712
410,-0.4865326585956839
411,-0.43321473448266984
412,-0.3783345831860746
413,-0.3220901094800675
414,-0.2646841380581683
415,-0.20632368212172233
416,-0.14721919686408527
417,-0.08758382054254958
418,-0.027632605874802377
419,0.03241825546840325
420,0.09235221247778584
421,0.15195313571589344
422,0.21100609670722
423,0.2692981429975011
424,0.32661906608722663
425,0.3827621594701056
426,0.43752496404289937
427,0.4907099981985857
428,0.5421254699700245
429,0.5915859686560944
430,0.6389131334361432
431,0.6839362965616941
432,0.7264930988059549
433,0.7664300749517473
434,0.8036032072065105
435,0.837878444548696
436,0.869132186132724
437,0.8972517270092824
438,0.9221356645536436
439,0.9436942641363685
440,0.961849782717742
441,0.9765367491990175
442,0.9877022005194882
443,0.9953058726479905
444,0.999320345780098
445,0.9997311432174079
446,0.9965367835723485
447,0.9897487861102505
448,0.9793916292094175
449,0.9655026620889946
450,0.9481319701229552
451,0.9273421942259014
452,0.9032083049619938
453,0.8758173321916054
454,0.8452680512306262
455,0.8116706266541671
456,0.7751462150291542
457,0.7358265280084076
458,0.6938533573617462
459,0.6493780636569113
460,0.602561030434196
461,0.5535710858430917
462,0.5025848938266053
463,0.44978631704871247
464,0.3953657538623114
465,0.3395194517086558
466,0.2824487994242337
467,0.22435960100712443
468,0.1654613334617241
469,0.10596639139814476
470,0.04608932111035838
471,-0.013953953104903796
472,-0.07394690759850431
473,-0.1336732001805932
474,-0.19291745027793655
475,-0.2514660156235337
476,-0.3091077626776823
477,-0.36563482800225466
478,-0.42084336784257437
479,-0.47453429321380497
480,-0.5265139878410365
481,-0.576595006364088
482,-0.6245967502892087
483,-0.6703461192501133
484,-0.7136781352298198
485,-0.7544365374922668
486,-0.7924743460783127
487,-0.8276543918340785
488,-0.8598498110602837
489,-0.8889445029988088
490,-0.914833548506729
491,-0.9374235884080281
492,-0.9566331601586073
493,-0.9723929916105339
494,-0.9846462508161775
495,-0.9933487509714088
496,-0.9984691097588099
497,-0.9999888625162845
498,-0.9979025288229673
499,-0.9922176322623152
500,-0.9829546732911134
501,-0.9701470553122319
502,-0.9538409642177261
503,-0.9340952018366615
504,-0.9109809738882736
505,-0.8845816332051285
506,-0.8549923791522548
507,-0.82231991432618
508,-0.7866820597718575
509,-0.7482073301050602
510,-0.7070344700724049
511,-0.6633119542202286
512,-0.6171974514765753
513,-0.5688572565770791
514,-0.518465690385091
515,-0.466204471268576
516,-0.41226205980066827
517,-0.356832979146984
518,-0.3001171135904562
519,-0.24231898772330243
520,-0.18364702890544982
521,-0.12431281564908507
522,-0.06453031463975083
523,-0.0045151091453864214
524,0.05551637840423213
525,0.11534766686417605
526,0.17476299703278192
527,0.233548109706651
528,0.2914910183264649
529,0.34838277342735907
530,0.4040182161371487
531,0.4581967180051982
532,0.5107229044940162
533,0.5614073595245781
534,0.6100673085346776
535,0.6565272775871582
536,0.7006197261511357
537,0.7421856512743683
538,0.7810751609680351
539,0.8171480147362253
540,0.8502741293009239
541,0.8803340476987819
542,0.9072193700580506
543,0.9308331445022455
544,0.9510902167708871
545,0.9679175372965463
546,0.9812544246308337
547,0.9910527842693857
548,0.9972772820867365
549,0.9999054717556483
550,0.9989278756914095
551,0.9943480192292051
552,0.9861824179113117
553,0.9744605179299606
554,0.9592245899406409
555,0.9405295766287635
556,0.9184428945793807
557,0.893044191164445
558,0.8644250573243015
559,0.8326886972791597
560,0.797949556361609
561,0.7603329083122585
562,0.7199744035267672
563,0.677019579883342
564,0.6316233379147219
565,0.5839493822172441
566,0.5341696311113422
567,0.48246359668231614
568,0.4290177374370231
569,0.3740247859108939
570,0.31768305365000765
571,0.2601957160745474
572,0.20177007980251016
573,0.14261683507579456
574,0.08294929598451224
575,0.02298263122937022
576,-0.037066911803907046
577,-0.09698278686003063
578,-0.15654892970736145
579,-0.21555053729288629
580,-0.27377484234922406
581,-0.3310118806603313
582,-0.3870552482190497
583,-0.44170284554608924
584,-0.4947576064863395
585,-0.5460282088543761
586,-0.5953297643664854
587,-0.6424844853712254
588,-0.6873223259742064
589,-0.7296815952451171
590,-0.7694095402956916
591,-0.8063628971259648
592,-0.8404084072523954
593,-0.8714232982548304
594,-0.8992957265093966
595,-0.9239251805107693
596,-0.9452228433293867
597,-0.9631119128965431
598,-0.9775278789623734
599,-0.9884187557279815
600,-0.9957452693128135
601,-0.9994809993812435
602,-0.9996124744176491
603,-0.9961392203064026
604,-0.9890737620415914
605,-0.9784415785603043
606,-0.9642810108623577
607,-0.9466431237477962
608,-0.9255915216707576
609,-0.9012021193737586
610,-0.8735628681295213
611,-0.8427734385775477
612,-0.808944861299174
613,-0.7721991264272363
614,-0.7326687437342064
615,-0.6904962647851738
616,-0.6458337688788537
617,-0.5988423146303801
618,-0.5496913591735475
619,-0.49855814707693075
620,-0.44562707117752914
621,-0.3910890076368495
622,-0.3351406276173002
623,-0.27798368806107804
624,-0.21982430412908982
625,-0.1608722059235846
626,-0.10133998217485055
627,-0.041442313619336694
628,0.018604801166264267
629,0.07858482468323198
630,0.13828146137245545
631,0.19747943760360528
632,0.25596527797910124
633,0.313528075153425
634,0.3699602503917117
635,0.4250583021249505
636,0.4786235398024083
637,0.5304628003949129
638,0.5803891449651933
639,0.6282225327933564
640,0.6737904706265188
641,0.7169286347113166
642,0.7574814633661661
643,0.7953027179563831
644,0.8302560102492162
645,0.8622152942470825
646,0.8910653207253939
647,0.9167020528358533
648,0.9390330412765019
649,0.9579777576756077
650,0.9734678849871697
651,0.9854475638508362
652,0.9938735940278298
653,0.9987155901864794
654,0.9999560914755725
655,0.9975906244903957
656,0.9916277194043989
657,0.9820888792083091
658,0.969008502167624
659,0.9524337577781107
660,0.9324244166666318
661,0.9090526350506976
662,0.8824026945340089
663,0.8525706981763238
664,0.8196642239336556
665,0.7838019367185425
666,0.7451131604793488
667,0.7037374118417324
668,0.6598238969940284
669,0.613530973630842
670,0.5650255798951515
671,0.5144826323782281
672,0.46208439534826123
673,0.4080198234823295
674,0.3524838804719115
675,0.2956768359591289
676,0.23780354333906012
677,0.17907270103246042
678,0.11969609989283236
679,0.059887859461792564
680,-0.00013634417310600844
681,-0.06016005613365328
682,-0.11996682331467916
683,-0.17934097494135673
684,-0.23806840030532328
685,-0.2959373208750039
686,-0.35273905399581074
687,-0.40826876542621726
688,-0.4623262079959683
689,-0.5147164437227301
690,-0.5652505467831361
691,-0.6137462848032273
692,-0.6600287760114655
693,-0.7039311198845438
694,-0.745294999011806
695,-0.7839712500078742
696,-0.8198204014147029
697,-0.8527131766533159
698,-0.8825309602115179
699,-0.9091662253864502
700,-0.9325229220394953
701,-0.9525168229652382
702,-0.9690758276254338
703,-0.9821402221526757
704,-0.9916628946861642
705,-0.9976095052630402
706,-0.9999586096526392
707,-0.9987017366871032
708,-0.9938434188094833
709,-0.9854011757291774
710,-0.9734054512436388
711,-0.9578995034541887
712,-0.9389392487718254
713,-0.9165930602755666
714,-0.8909415211504694
715,-0.8620771340944622
716,-0.8301039877419033
717,-0.7951373813067871
718,-0.7573034087991796
719,-0.7167385043142522
720,-0.6735889500336615
721,-0.6280103487134794
722,-0.5801670625609542
723,-0.53023162052358
724,-0.47838409612786814
725,-0.42481145811141047
726,-0.36970689618993857
727,-0.31326912439074844
728,-0.25570166446475834
729,-0.1972121119613059
730,-0.13801138761231285
731,-0.07831297672542036
732,-0.018332159328939245
733,0.04171476615518946
734,0.10161126291089048
735,0.1611413365871296
736,0.22009031420089145
737,0.27824561827513683
738,0.33539753342010015
739,0.3913399625935379
740,0.44587117031275775
741,0.4987945101383116
742,0.5499191338059544
743,0.599060679449649
744,0.6460419364337985
745,0.6906934843972343
746,0.7328543042044908
747,0.7723723586011942
748,0.8091051404796524
749,0.8429201867775283
750,0.8736955561564147
751,0.9013202687377396
752,0.9256947063102602
753,0.9467309715659459
754,0.9643532050687994
755,0.9784978588135888
756,0.9891139253879995
757,0.9961631219118218
758,0.9996200280898642
759,0.9994721778807558
760,0.995720104451071
761,0.9883773382526617
762,0.9774703582301364
763,0.9630384963344322
764,0.9451337956868204
765,0.9238208229048215
766,0.8991764352668075
767,0.8712895035549245
768,0.840260591575801
769,0.8062015935147272
770,0.7692353304310563
771,0.7294951073499132
772,0.687124232547396
773,0.642275500762787
774,0.5951106422013775
775,0.5457997393148699
776,0.49452061346252196
777,0.4414581836648109
778,0.386803799762032
779,0.3307545523825472
780,0.2735125622090245
781,0.21528425110566518
782,0.15627959773482547
783,0.09671138034737396
784,0.03679440947737818
785,-0.023255246691879224
786,-0.08322104149712665
787,-0.14288673068978913
788,-0.20203715224012822
789,-0.26045900223876384
790,-0.3179416040975786
791,-0.3742776682761693
792,-0.4292640397941753
793,-0.48270243083386005
794,-0.5344001357910876
795,-0.5841707261961305
796,-0.6318347229983364
797,-0.6772202437903088
798,-0.7201636226376308
799,-0.7605100002789473
800,-0.798113882568069
801,-0.8328396651442843
802,-0.8645621224388544
803,-0.8931668592542688
804,-0.9185507232878118
805,-0.9406221771118269
806,-0.9593016282692702
807,-0.9745217162941886
808,-0.9862275556220884
809,-0.9943769335142304
810,-0.9989404622821106
811,-0.9999016852631856
812,-0.997257136165681
813,-0.9910163515684797
814,-0.9812018365310095
815,-0.9678489834371502
816,-0.951005944365816
817,-0.9307334574484623
818,-0.9071046278396928
819,-0.8802046640908168
820,-0.8501305708770238
821,-0.8169907991862433
822,-0.7809048552311498
823,-0.7420028694946303
824,-0.7004251274627854
825,-0.6563215637377048
826,-0.6098512213543082
827,-0.5611816782510249
828,-0.5104884429625293
829,-0.45795432171374306
830,-0.40376875919744315
831,-0.3481271554127124
832,-0.29123016102780275
833,-0.23328295380842046
834,-0.1744944987207245
835,-0.11507679437720067
836,-0.055244108542823064
837,0.0047877945416357655
838,0.06480243223277579
839,0.12458338414839133
840,0.18391507260677112
841,0.24258354002711371
842,0.30037722048765386
843,0.3570877026591637
844,0.4125104813625935
845,0.46644569504064076
846,0.518698846483831
847,0.5690815042120813
848,0.6174119819824753
849,0.6635159939728593
850,0.7072272832785842
851,0.7483882214559536
852,0.7868503769503503
853,0.8224750503592154
854,0.8551337745996589
855,0.8847087781770113
856,0.9110934098837682
857,0.9341925233973322
858,0.9539228203897027
859,0.9702131509117943
860,0.9830047699691608
861,0.9922515493638836
862,0.9979201440386941
863,0.9999901123234716
864,0.9984539896504941
865,0.9933173154726154
866,0.9845986132872951
867,0.9723293238385233
868,0.9565536917375156
869,0.9373286059110436
870,0.9147233944527619
871,0.8888195746173247
872,0.859710558858844
873,0.8275013179737528
874,0.7923080025628226
875,0.7542575241773906
876,0.7134870976602367
877,0.670143746331487
878,0.624383771803907
879,0.5763721903394952
880,0.5262821377799487
881,0.47429424519689783
882,0.4205959875133905
883,0.3653810074455828
884,0.308848417202587
885,0.251202080462635
886,0.19264987721484247
887,0.13340295411764777
888,0.07367496307722743
889,0.013681290791671172
890,-0.04636171796072237
891,-0.10623754048810848
892,-0.16573025699333785
893,-0.22462532920808376
894,-0.282710374045001
895,-0.33977592947802965
896,-0.3956162098889817
897,-0.45002984815653585
898,-0.5028206218115726
899,-0.5537981606402426
900,-0.602778633183061
901,-0.6495854096544266
902,-0.6940496988919919
903,-0.736011157038966
904,-0.7753184657643644
905,-0.8118298779360688
906,-0.8454137287789332
907,-0.8759489106746338
908,-0.903325309891074
909,-0.9274442036664448
910,-0.9482186162160035
911,-0.9655736323777653
912,-0.9794466677660637
913,-0.9897876944587682
914,-0.9965594214043068
915,-0.9997374288979183
916,-0.9993102566422009
917,-0.9952794450743945
918,-0.9876595298113696
919,-0.9764779892323526
920,-0.9617751453884106
921,-0.94360401859603
922,-0.9220301362391431
923,-0.8971312964690832
924,-0.8689972876546023
925,-0.8377295645936439
926,-0.8034408826544962
927,-0.7662548911656579
928,-0.7263056875207038
929,-0.6837373336061048
930,-0.638703336295825
931,-0.5913660938860985
932,-0.5418963104666108
933,-0.4904723803399383
934,-0.4372797447091055
935,-0.382510222953128
936,-0.32636132090204417
937,-0.2690355186058857
938,-0.21073954016597976
939,-0.15168360826166583
940,-0.09208068606069678
941,-0.03214570924709178
942,0.027905189064154044
943,0.0878554577304478
944,0.14748890849243743
945,0.20659049557624734
946,0.2649470911757668
947,0.3223482540185039
948,0.37858698824345866
949,0.43346048985440655
950,0.4867708780567867
951,0.5383259088409016
952,0.5879396682381566
953,0.6354332427503703
954,0.6806353645345017
955,0.7233830290161772
956,0.7635220827048245
957,0.8009077790906773
958,0.8354053006190171
959,0.8668902448593444
960,0.8952490731162949
961,0.9203795198645502
962,0.9421909615312707
963,0.9606047432961728
964,0.9755544627307705
965,0.9869862092539391
966,0.9948587585402974
967,0.999143721180344
968,0.9998256450562629
969,0.9969020710642164
970,0.990383541982185
971,0.9802935644513755
972,0.9666685242082961
973,0.9495575548731835
974,0.9290223607679482
975,0.9051369944025759
976,0.8779875894324012
977,0.8476720500492404
978,0.8142996979264799
979,0.7779908779912804
980,0.7388765244455321
981,0.6970976886005442
982,0.6528050302281582
983,0.6061582742625339
984,0.5573256348118145
985,0.5064832085567533
986,0.4538143397237877
987,0.3995089589225436
988,0.3437628982320102
989,0.2867771850052674
990,0.2287573169393982
991,0.16991252102477386
992,0.11045499904603563
993,0.050599162355591656
994,-0.009439141320867322
995,-0.06944340625859612
996,-0.12919724948085118
997,-0.18848519106330183
998,-0.2470934311819202
999,-0.3048106211022167
